video,site,track_id,label,kind,n_frames,span_s,mean_conf,topk_conf,mean_box_px,first_frame,last_frame,gt_overlap_frames
NatureTrail_TON_12.03.25_LS,TON,16396,0,false,3,0.05,0.0344,0.0344,472.9,57,59,0
NatureTrail_TON_12.03.25_LS,TON,16397,0,false,1,0.02,0.0251,0.0251,456.5,259,259,0
NatureTrail_TON_12.03.25_LS,TON,16398,0,false,1,0.02,0.0245,0.0245,1167.9,289,289,0
NatureTrail_TON_12.03.25_LS,TON,16399,0,false,1,0.02,0.0285,0.0285,557.6,400,400,0
NatureTrail_TON_12.03.25_LS,TON,16400,0,false,2,0.08,0.0554,0.0554,761.9,434,438,0
NatureTrail_TON_12.03.25_LS,TON,16401,0,false,5,0.57,0.0363,0.0363,984.4,449,482,0
NatureTrail_TON_12.03.25_LS,TON,16402,0,false,2,0.03,0.0985,0.0985,1361.0,453,454,0
NatureTrail_TON_12.03.25_LS,TON,16403,0,false,1,0.02,0.0239,0.0239,709.9,466,466,0
NatureTrail_TON_12.03.25_LS,TON,16404,0,false,1,0.02,0.032,0.032,906.4,523,523,0
NatureTrail_TON_12.03.25_LS,TON,16405,0,false,4,0.22,0.0252,0.0252,695.5,527,539,0
NatureTrail_TON_12.03.25_LS,TON,16406,0,false,2,0.03,0.0318,0.0318,708.1,531,532,0
NatureTrail_TON_12.03.25_LS,TON,16407,0,false,2,0.08,0.0477,0.0477,1579.8,592,596,0
NatureTrail_TON_12.03.25_LS,TON,16408,0,false,1,0.02,0.0557,0.0557,394.5,630,630,0
NatureTrail_TON_12.03.25_LS,TON,16409,0,false,1,0.02,0.0429,0.0429,463.2,664,664,0
NatureTrail_TON_12.03.25_LS,TON,16410,0,false,2,0.03,0.0266,0.0266,1098.2,673,674,0
NatureTrail_TON_12.03.25_LS,TON,16411,0,false,1,0.02,0.0725,0.0725,726.2,684,684,0
NatureTrail_TON_12.03.25_LS,TON,16412,0,false,1,0.02,0.0408,0.0408,1400.0,716,716,0
NatureTrail_TON_12.03.25_LS,TON,16413,0,false,5,0.4,0.085,0.085,1096.3,735,758,0
NatureTrail_TON_12.03.25_LS,TON,16414,0,false,3,0.42,0.0331,0.0331,743.6,736,760,0
NatureTrail_TON_12.03.25_LS,TON,16415,0,false,1,0.02,0.0242,0.0242,465.7,781,781,0
NatureTrail_TON_12.03.25_LS,TON,16416,0,false,2,0.1,0.0246,0.0246,827.1,855,860,0
NatureTrail_TON_12.03.25_LS,TON,16417,0,false,2,0.37,0.0343,0.0343,806.9,857,878,0
NatureTrail_TON_12.03.25_LS,TON,16418,0,false,2,0.03,0.0336,0.0336,737.1,881,882,0
NatureTrail_TON_12.03.25_LS,TON,16419,0,false,1,0.02,0.0312,0.0312,744.4,885,885,0
NatureTrail_TON_12.03.25_LS,TON,16420,0,false,1,0.02,0.0306,0.0306,295.4,954,954,0
NatureTrail_TON_12.03.25_LS,TON,16421,0,false,1,0.02,0.0256,0.0256,289.8,960,960,0
NatureTrail_TON_12.03.25_LS,TON,16422,0,false,1,0.02,0.0229,0.0229,507.6,963,963,0
NatureTrail_TON_12.03.25_LS,TON,16423,0,false,1,0.02,0.0323,0.0323,697.0,972,972,0
NatureTrail_TON_12.03.25_LS,TON,16424,0,false,1,0.02,0.026,0.026,742.1,990,990,0
NatureTrail_TON_12.03.25_LS,TON,16425,0,false,1,0.02,0.0814,0.0814,788.9,1023,1023,0
NatureTrail_TON_12.03.25_LS,TON,16426,0,false,2,0.05,0.1702,0.1702,952.9,1056,1058,0
NatureTrail_TON_12.03.25_LS,TON,16427,0,false,1,0.02,0.1426,0.1426,566.0,1074,1074,0
NatureTrail_TON_12.03.25_LS,TON,16428,0,false,1,0.02,0.0508,0.0508,429.1,1108,1108,0
NatureTrail_TON_12.03.25_LS,TON,16429,0,false,1,0.02,0.0548,0.0548,1033.1,1116,1116,0
NatureTrail_TON_12.03.25_LS,TON,16430,0,false,1,0.02,0.0282,0.0282,570.2,1131,1131,0
NatureTrail_TON_12.03.25_LS,TON,16431,0,false,2,0.32,0.0332,0.0332,614.6,1164,1182,0
NatureTrail_TON_12.03.25_LS,TON,16432,0,false,2,0.03,0.1243,0.1243,1544.0,1215,1216,0
NatureTrail_TON_12.03.25_LS,TON,16433,0,false,3,0.03,0.0245,0.0245,782.2,1265,1266,0
NatureTrail_TON_12.03.25_LS,TON,16434,0,false,1,0.02,0.0537,0.0537,659.0,1355,1355,0
NatureTrail_TON_12.03.25_LS,TON,16435,0,false,4,0.05,0.1296,0.1296,590.2,1385,1387,0
NatureTrail_TON_12.03.25_LS,TON,16436,0,false,6,0.07,0.2086,0.2464,762.4,1393,1396,0
NatureTrail_TON_12.03.25_LS,TON,16437,0,false,10,0.17,0.2707,0.4844,670.7,1393,1402,0
NatureTrail_TON_12.03.25_LS,TON,16438,0,false,2,0.07,0.0407,0.0407,513.0,1403,1406,0
NatureTrail_TON_12.03.25_LS,TON,16439,0,false,2,0.03,0.138,0.138,443.3,1410,1411,0
NatureTrail_TON_12.03.25_LS,TON,16440,0,false,1,0.02,0.0595,0.0595,297.1,1433,1433,0
NatureTrail_TON_12.03.25_LS,TON,16441,0,false,1,0.02,0.0695,0.0695,499.9,1447,1447,0
NatureTrail_TON_12.03.25_LS,TON,16442,0,false,1,0.02,0.0436,0.0436,867.3,1454,1454,0
NatureTrail_TON_12.03.25_LS,TON,16443,0,false,1,0.02,0.0306,0.0306,644.1,1454,1454,0
NatureTrail_TON_12.03.25_LS,TON,16444,0,false,6,0.13,0.0516,0.0557,582.8,1493,1500,0
NatureTrail_TON_12.03.25_LS,TON,16445,0,false,1,0.02,0.0431,0.0431,634.6,1504,1504,0
NatureTrail_TON_12.03.25_LS,TON,16446,0,false,4,0.07,0.0351,0.0351,721.8,1509,1512,0
NatureTrail_TON_12.03.25_LS,TON,16447,0,false,6,0.1,0.0852,0.0981,540.0,1517,1522,0
NatureTrail_TON_12.03.25_LS,TON,16448,0,false,16,0.68,0.205,0.45,685.8,1551,1591,0
NatureTrail_TON_12.03.25_LS,TON,16449,0,false,6,0.07,0.1906,0.2229,556.4,1574,1577,0
NatureTrail_TON_12.03.25_LS,TON,16450,0,false,2,0.03,0.2369,0.2369,756.0,1593,1594,0
NatureTrail_TON_12.03.25_LS,TON,16451,0,false,1,0.02,0.0551,0.0551,388.3,1713,1713,0
NatureTrail_TON_12.03.25_LS,TON,16452,0,false,1,0.02,0.3947,0.3947,580.4,1725,1725,0
NatureTrail_TON_12.03.25_LS,TON,16453,0,false,4,0.07,0.1911,0.1911,757.2,1746,1749,0
NatureTrail_TON_12.03.25_LS,TON,16454,0,false,1,0.02,0.0357,0.0357,893.9,1785,1785,0
NatureTrail_TON_12.03.25_LS,TON,16455,0,false,9,0.53,0.0806,0.1168,1311.8,1876,1907,0
NatureTrail_TON_12.03.25_LS,TON,16456,0,false,1,0.02,0.2255,0.2255,1406.3,1887,1887,0
NatureTrail_TON_12.03.25_LS,TON,16457,0,false,1,0.02,0.1267,0.1267,1623.0,1894,1894,0
NatureTrail_TON_12.03.25_LS,TON,16458,0,false,2,0.13,0.069,0.069,787.2,1918,1925,0
NatureTrail_TON_12.03.25_LS,TON,16459,0,false,1,0.02,0.0371,0.0371,525.3,1929,1929,0
NatureTrail_TON_12.03.25_LS,TON,16460,0,false,1,0.02,0.0513,0.0513,1087.5,1935,1935,0
NatureTrail_TON_12.03.25_LS,TON,16461,0,false,2,0.03,0.0338,0.0338,863.7,1938,1939,0
NatureTrail_TON_12.03.25_LS,TON,16462,0,false,8,0.33,0.1159,0.1681,873.1,1957,1976,0
NatureTrail_TON_12.03.25_LS,TON,16463,0,false,3,0.22,0.0234,0.0234,853.2,1957,1969,0
NatureTrail_TON_12.03.25_LS,TON,16464,0,false,1,0.02,0.0278,0.0278,1148.8,1965,1965,0
NatureTrail_TON_12.03.25_LS,TON,16465,0,false,1,0.02,0.0878,0.0878,860.8,2023,2023,0
NatureTrail_TON_12.03.25_LS,TON,16466,0,false,1,0.02,0.3026,0.3026,655.1,2057,2057,0
NatureTrail_TON_12.03.25_LS,TON,16467,0,false,1,0.02,0.0531,0.0531,571.8,2069,2069,0
NatureTrail_TON_12.03.25_LS,TON,16468,0,false,1,0.02,0.0451,0.0451,644.5,2097,2097,0
NatureTrail_TON_12.03.25_LS,TON,16469,0,false,11,0.43,0.0892,0.1541,866.3,2173,2198,0
NatureTrail_TON_12.03.25_LS,TON,16470,0,false,2,0.02,0.0579,0.0579,735.1,2177,2177,0
NatureTrail_TON_12.03.25_LS,TON,16471,0,false,1,0.02,0.0275,0.0275,734.6,2177,2177,0
NatureTrail_TON_12.03.25_LS,TON,16472,0,false,1,0.02,0.0538,0.0538,587.0,2188,2188,0
NatureTrail_TON_12.03.25_LS,TON,16473,0,false,1,0.02,0.0211,0.0211,895.1,2209,2209,0
NatureTrail_TON_12.03.25_LS,TON,16474,0,false,1,0.02,0.0652,0.0652,796.0,2412,2412,0
NatureTrail_TON_12.03.25_LS,TON,16475,0,false,3,0.03,0.0581,0.0581,1119.5,2416,2417,0
NatureTrail_TON_12.03.25_LS,TON,16476,0,false,1,0.02,0.0984,0.0984,834.6,2419,2419,0
NatureTrail_TON_12.03.25_LS,TON,16477,0,false,1,0.02,0.0205,0.0205,607.7,2421,2421,0
NatureTrail_TON_12.03.25_LS,TON,16478,0,false,3,0.05,0.178,0.178,716.2,2438,2440,0
NatureTrail_TON_12.03.25_LS,TON,16479,0,false,1,0.02,0.0419,0.0419,810.3,2455,2455,0
NatureTrail_TON_12.03.25_LS,TON,16480,0,false,3,0.13,0.1949,0.1949,648.2,2459,2466,0
NatureTrail_TON_12.03.25_LS,TON,16481,0,false,1,0.02,0.0306,0.0306,503.5,2471,2471,0
NatureTrail_TON_12.03.25_LS,TON,16482,0,false,1,0.02,0.0505,0.0505,1124.7,2482,2482,0
NatureTrail_TON_12.03.25_LS,TON,16483,0,false,1,0.02,0.024,0.024,613.8,2493,2493,0
NatureTrail_TON_12.03.25_LS,TON,16484,0,false,5,0.32,0.0697,0.0697,568.2,2619,2637,0
NatureTrail_TON_12.03.25_LS,TON,16485,0,false,4,0.77,0.0287,0.0287,972.8,2621,2666,0
NatureTrail_TON_12.03.25_LS,TON,16486,0,false,1,0.02,0.0222,0.0222,513.0,2642,2642,0
NatureTrail_TON_12.03.25_LS,TON,16487,0,false,1,0.02,0.0276,0.0276,730.9,2650,2650,0
NatureTrail_TON_12.03.25_LS,TON,16488,0,false,1,0.02,0.1601,0.1601,889.3,2657,2657,0
NatureTrail_TON_12.03.25_LS,TON,16489,0,false,13,0.2,0.0915,0.1617,1151.0,2667,2678,0
NatureTrail_TON_12.03.25_LS,TON,16490,0,false,4,0.08,0.0728,0.0728,701.4,2674,2678,0
NatureTrail_TON_12.03.25_LS,TON,16491,0,duplicate,109,1.67,0.0844,0.3112,970.7,2766,2865,3
NatureTrail_TON_12.03.25_LS,TON,16492,0,duplicate,61,1.02,0.0933,0.3666,1047.2,2768,2828,8
NatureTrail_TON_12.03.25_LS,TON,16493,0,false,5,0.38,0.131,0.131,1055.6,2772,2794,0
NatureTrail_TON_12.03.25_LS,TON,16494,0,duplicate,12,0.45,0.1263,0.2196,1101.3,2772,2798,3
NatureTrail_TON_12.03.25_LS,TON,16495,0,false,1,0.02,0.0257,0.0257,504.8,2778,2778,0
NatureTrail_TON_12.03.25_LS,TON,16496,0,false,6,0.1,0.0329,0.0355,593.1,2790,2795,0
NatureTrail_TON_12.03.25_LS,TON,16497,0,false,3,0.55,0.2082,0.2082,944.7,2792,2824,0
NatureTrail_TON_12.03.25_LS,TON,16498,0,false,1,0.02,0.0598,0.0598,497.0,2800,2800,0
NatureTrail_TON_12.03.25_LS,TON,16499,1,primary,23,1.25,0.0926,0.2291,630.3,2833,2907,7
NatureTrail_TON_12.03.25_LS,TON,16500,0,false,1,0.02,0.0883,0.0883,961.4,2836,2836,0
NatureTrail_TON_12.03.25_LS,TON,16501,0,false,1,0.02,0.0313,0.0313,818.0,2842,2842,0
NatureTrail_TON_12.03.25_LS,TON,16502,0,false,1,0.02,0.0288,0.0288,529.1,2871,2871,0
NatureTrail_TON_12.03.25_LS,TON,16503,0,false,1,0.02,0.0217,0.0217,845.5,3071,3071,0
NatureTrail_TON_12.03.25_LS,TON,16504,0,false,4,0.43,0.1979,0.1979,1656.1,3194,3219,0
NatureTrail_TON_12.03.25_LS,TON,16505,0,false,4,0.65,0.0704,0.0704,1879.2,3226,3264,0
NatureTrail_TON_12.03.25_LS,TON,16506,0,false,3,0.07,0.0281,0.0281,1155.6,3309,3312,0
NatureTrail_TON_12.03.25_LS,TON,16507,0,false,2,0.18,0.0406,0.0406,561.8,3335,3345,0
NatureTrail_TON_12.03.25_LS,TON,16508,0,false,2,0.05,0.0223,0.0223,1053.9,3371,3373,0
NatureTrail_TON_12.03.25_LS,TON,16509,0,false,6,0.5,0.0533,0.0598,757.5,3421,3450,0
NatureTrail_TON_12.03.25_LS,TON,16510,0,false,1,0.02,0.0232,0.0232,1295.6,3441,3441,0
NatureTrail_TON_12.03.25_LS,TON,16511,0,false,1,0.02,0.0318,0.0318,1229.7,3446,3446,0
NatureTrail_TON_12.03.25_LS,TON,16512,0,false,1,0.02,0.0205,0.0205,324.6,3527,3527,0
NatureTrail_TON_12.03.25_LS,TON,16513,0,false,1,0.02,0.0212,0.0212,908.8,3604,3604,0
NatureTrail_TON_12.03.25_LS,TON,16514,0,false,1,0.02,0.0358,0.0358,675.1,3681,3681,0
NatureTrail_TON_12.03.25_LS,TON,16515,0,false,1,0.02,0.022,0.022,904.9,3752,3752,0
NatureTrail_TON_12.03.25_LS,TON,16516,0,false,2,0.13,0.0462,0.0462,782.8,3824,3831,0
NatureTrail_TON_12.03.25_LS,TON,16517,0,false,1,0.02,0.0333,0.0333,796.6,3825,3825,0
NatureTrail_TON_12.03.25_LS,TON,16518,0,false,1,0.02,0.0603,0.0603,763.7,3880,3880,0
NatureTrail_TON_12.03.25_LS,TON,16519,0,false,1,0.02,0.0264,0.0264,882.4,3981,3981,0
NatureTrail_TON_12.03.25_LS,TON,16520,0,false,1,0.02,0.0221,0.0221,799.3,3988,3988,0
NatureTrail_TON_12.03.25_LS,TON,16521,0,false,20,1.28,0.0275,0.0389,794.4,4022,4098,0
NatureTrail_TON_12.03.25_LS,TON,16522,0,false,24,1.08,0.0671,0.1695,887.8,4026,4090,0
NatureTrail_TON_12.03.25_LS,TON,16523,0,false,11,0.35,0.1721,0.2918,1047.8,4030,4050,0
NatureTrail_TON_12.03.25_LS,TON,16524,0,false,1,0.02,0.0234,0.0234,778.9,4069,4069,0
NatureTrail_TON_12.03.25_LS,TON,16525,0,false,3,0.1,0.0482,0.0482,673.5,4101,4106,0
NatureTrail_TON_12.03.25_LS,TON,16526,0,false,4,0.08,0.096,0.096,737.3,4119,4123,0
NatureTrail_TON_12.03.25_LS,TON,16527,0,false,1,0.02,0.0256,0.0256,1511.6,4137,4137,0
NatureTrail_TON_12.03.25_LS,TON,16528,0,false,2,0.05,0.1474,0.1474,554.1,4140,4142,0
NatureTrail_TON_12.03.25_LS,TON,16529,0,false,5,0.23,0.034,0.034,765.0,4143,4156,0
NatureTrail_TON_12.03.25_LS,TON,16530,0,false,6,0.57,0.0352,0.0377,747.1,4144,4177,0
NatureTrail_TON_12.03.25_LS,TON,16531,0,false,1,0.02,0.0208,0.0208,761.8,4149,4149,0
NatureTrail_TON_12.03.25_LS,TON,16532,0,false,1,0.02,0.0421,0.0421,648.3,4150,4150,0
NatureTrail_TON_12.03.25_LS,TON,16533,0,false,20,0.55,0.0596,0.1081,626.4,4200,4232,0
NatureTrail_TON_12.03.25_LS,TON,16534,0,false,1,0.02,0.1271,0.1271,1739.7,4294,4294,0
NatureTrail_TON_12.03.25_LS,TON,16535,1,primary,174,4.87,0.0681,0.294,698.9,4329,4620,4
NatureTrail_TON_12.03.25_LS,TON,16536,0,false,4,0.17,0.0303,0.0303,774.9,4342,4351,0
NatureTrail_TON_12.03.25_LS,TON,16537,0,false,3,0.08,0.0262,0.0262,787.0,4351,4355,0
NatureTrail_TON_12.03.25_LS,TON,16538,0,false,2,0.07,0.0409,0.0409,712.9,4459,4462,0
NatureTrail_TON_12.03.25_LS,TON,16539,0,false,1,0.02,0.0572,0.0572,731.9,4473,4473,0
NatureTrail_TON_12.03.25_LS,TON,16540,0,false,1,0.02,0.0411,0.0411,184.9,4496,4496,0
NatureTrail_TON_12.03.25_LS,TON,16541,0,false,4,0.42,0.0442,0.0442,773.1,4578,4602,0
NatureTrail_TON_12.03.25_LS,TON,16542,0,false,8,1.0,0.037,0.0464,788.4,4603,4662,0
NatureTrail_TON_12.03.25_LS,TON,16543,0,false,1,0.02,0.0254,0.0254,769.6,4657,4657,0
NatureTrail_TON_12.03.25_LS,TON,16544,0,false,1,0.02,0.0303,0.0303,673.9,4705,4705,0
NatureTrail_TON_12.03.25_LS,TON,16545,0,false,1,0.02,0.0257,0.0257,754.8,4727,4727,0
NatureTrail_TON_12.03.25_LS,TON,16546,0,false,4,0.08,0.0376,0.0376,835.0,4754,4758,0
NatureTrail_TON_12.03.25_LS,TON,16547,0,false,1,0.02,0.085,0.085,1815.9,4809,4809,0
NatureTrail_TON_12.03.25_LS,TON,16548,0,false,1,0.02,0.0218,0.0218,814.7,4819,4819,0
NatureTrail_TON_12.03.25_LS,TON,16549,0,false,2,0.47,0.0622,0.0622,1636.7,4826,4853,0
NatureTrail_TON_12.03.25_LS,TON,16550,0,false,1,0.02,0.0624,0.0624,2219.3,4900,4900,0
NatureTrail_TON_12.03.25_LS,TON,16551,0,false,1,0.02,0.0208,0.0208,528.9,4900,4900,0
NatureTrail_TON_12.03.25_LS,TON,16552,0,false,15,0.33,0.0602,0.1262,847.9,4938,4957,0
NatureTrail_TON_12.03.25_LS,TON,16553,0,false,4,0.03,0.0663,0.0663,834.9,4949,4950,0
NatureTrail_TON_12.03.25_LS,TON,16554,0,false,1,0.02,0.0431,0.0431,1513.4,4978,4978,0
NatureTrail_TON_12.03.25_LS,TON,16555,0,false,1,0.02,0.0213,0.0213,1426.6,4989,4989,0
NatureTrail_TON_12.03.25_LS,TON,16556,0,false,6,0.35,0.043,0.0473,757.9,5021,5041,0
NatureTrail_TON_12.03.25_LS,TON,16557,0,false,2,0.07,0.1352,0.1352,1831.0,5045,5048,0
NatureTrail_TON_12.03.25_LS,TON,16558,0,false,2,0.03,0.0493,0.0493,562.0,5120,5121,0
NatureTrail_TON_12.03.25_LS,TON,16559,0,false,4,0.12,0.0876,0.0876,845.0,5124,5130,0
NatureTrail_TON_12.03.25_LS,TON,16560,0,false,1,0.02,0.0763,0.0763,721.1,5149,5149,0
NatureTrail_TON_12.03.25_LS,TON,16561,0,false,4,0.62,0.0457,0.0457,1441.2,5164,5200,0
NatureTrail_TON_12.03.25_LS,TON,16562,0,false,1,0.02,0.0493,0.0493,1438.9,5173,5173,0
NatureTrail_TON_12.03.25_LS,TON,16563,0,false,4,0.52,0.1748,0.1748,845.6,5315,5345,0
NatureTrail_TON_12.03.25_LS,TON,16564,0,false,16,0.68,0.0428,0.0732,818.5,5330,5370,0
NatureTrail_TON_12.03.25_LS,TON,16565,0,false,1,0.02,0.0239,0.0239,821.1,5335,5335,0
NatureTrail_TON_12.03.25_LS,TON,16566,0,false,3,0.05,0.0294,0.0294,690.4,5410,5412,0
NatureTrail_TON_12.03.25_LS,TON,16567,0,false,5,0.12,0.0799,0.0799,1546.6,5440,5446,0
NatureTrail_TON_12.03.25_LS,TON,16568,0,false,26,0.35,0.0542,0.1416,828.3,5487,5507,0
NatureTrail_TON_12.03.25_LS,TON,16569,0,false,3,0.05,0.0856,0.0856,2006.0,5491,5493,0
NatureTrail_TON_12.03.25_LS,TON,16570,0,false,1,0.02,0.0201,0.0201,1124.0,5527,5527,0
NatureTrail_TON_12.03.25_LS,TON,16571,0,false,2,0.02,0.0352,0.0352,365.5,5531,5531,0
NatureTrail_TON_12.03.25_LS,TON,16572,0,false,1,0.02,0.0247,0.0247,806.1,5656,5656,0
NatureTrail_TON_12.03.25_LS,TON,16573,0,false,3,0.15,0.0358,0.0358,842.1,5741,5749,0
NatureTrail_TON_12.03.25_LS,TON,16574,0,false,1,0.02,0.0623,0.0623,924.7,5746,5746,0
NatureTrail_TON_12.03.25_LS,TON,16575,0,false,2,0.13,0.0348,0.0348,522.5,5779,5786,0
NatureTrail_TON_12.03.25_LS,TON,16576,0,false,23,1.05,0.1145,0.307,591.3,5817,5879,0
NatureTrail_TON_12.03.25_LS,TON,16577,0,false,1,0.02,0.0279,0.0279,573.5,5915,5915,0
NatureTrail_TON_12.03.25_LS,TON,16578,0,false,1,0.02,0.0206,0.0206,991.0,5947,5947,0
NatureTrail_TON_12.03.25_LS,TON,16579,0,false,13,0.33,0.095,0.1891,966.0,5997,6016,0
NatureTrail_TON_12.03.25_LS,TON,16580,0,false,3,0.17,0.0797,0.0797,576.1,6037,6046,0
NatureTrail_TON_12.03.25_LS,TON,16581,0,false,3,0.03,0.0484,0.0484,829.1,6127,6128,0
NatureTrail_TON_12.03.25_LS,TON,16582,0,false,4,0.07,0.0843,0.0843,874.3,6131,6134,0
NatureTrail_TON_12.03.25_LS,TON,16583,0,false,2,0.03,0.1594,0.1594,676.9,6134,6135,0
NatureTrail_TON_12.03.25_LS,TON,16584,0,false,1,0.02,0.0244,0.0244,780.2,6155,6155,0
NatureTrail_TON_12.03.25_LS,TON,16585,0,false,2,0.02,0.0321,0.0321,1433.4,6185,6185,0
NatureTrail_TON_12.03.25_LS,TON,16586,0,false,4,0.3,0.0246,0.0246,842.4,6243,6260,0
NatureTrail_TON_12.03.25_LS,TON,16587,0,false,1,0.02,0.0243,0.0243,729.2,6247,6247,0
NatureTrail_TON_12.03.25_LS,TON,16588,0,false,1,0.02,0.0277,0.0277,779.1,6272,6272,0
NatureTrail_TON_12.03.25_LS,TON,16589,0,false,2,0.05,0.023,0.023,788.0,6299,6301,0
NatureTrail_TON_12.03.25_LS,TON,16590,0,false,3,0.03,0.0398,0.0398,820.8,6328,6329,0
NatureTrail_TON_12.03.25_LS,TON,16591,0,false,3,0.67,0.0404,0.0404,813.0,6354,6393,0
NatureTrail_TON_12.03.25_LS,TON,16592,0,false,6,0.13,0.0364,0.0395,823.8,6386,6393,0
NatureTrail_TON_12.03.25_LS,TON,16593,0,false,1,0.02,0.0244,0.0244,470.0,6438,6438,0
NatureTrail_TON_12.03.25_LS,TON,16594,0,false,1,0.02,0.0344,0.0344,583.2,6478,6478,0
NatureTrail_TON_12.03.25_LS,TON,16595,0,false,4,0.48,0.0556,0.0556,713.3,6504,6532,0
NatureTrail_TON_12.03.25_LS,TON,16596,0,false,1,0.02,0.0918,0.0918,1593.0,6530,6530,0
NatureTrail_TON_12.03.25_LS,TON,16597,0,false,1,0.02,0.0263,0.0263,711.3,6579,6579,0
NatureTrail_TON_12.03.25_LS,TON,16598,0,false,4,0.03,0.037,0.037,756.1,6582,6583,0
NatureTrail_TON_12.03.25_LS,TON,16599,0,false,2,0.03,0.063,0.063,1591.3,6624,6625,0
NatureTrail_TON_12.03.25_LS,TON,16600,0,false,1,0.02,0.0515,0.0515,1162.0,6722,6722,0
NatureTrail_TON_12.03.25_LS,TON,16601,0,false,1,0.02,0.0407,0.0407,925.2,6753,6753,0
NatureTrail_TON_12.03.25_LS,TON,16602,0,false,6,0.4,0.0325,0.0348,1093.4,6756,6779,0
NatureTrail_TON_12.03.25_LS,TON,16603,0,false,25,0.95,0.1186,0.2929,1713.9,6777,6833,0
NatureTrail_TON_12.03.25_LS,TON,16604,0,false,6,0.7,0.0655,0.0737,1573.1,6798,6839,0
NatureTrail_TON_12.03.25_LS,TON,16605,0,false,1,0.02,0.0331,0.0331,1200.7,6798,6798,0
NatureTrail_TON_12.03.25_LS,TON,16606,0,false,6,0.45,0.1595,0.1837,1246.7,6812,6838,0
NatureTrail_TON_12.03.25_LS,TON,16607,0,false,1,0.02,0.0313,0.0313,347.7,6826,6826,0
NatureTrail_TON_12.03.25_LS,TON,16608,0,false,3,0.05,0.0281,0.0281,594.9,6931,6933,0
NatureTrail_TON_12.03.25_LS,TON,16609,0,false,1,0.02,0.0283,0.0283,396.7,6949,6949,0
NatureTrail_TON_12.03.25_LS,TON,16610,0,false,1,0.02,0.0229,0.0229,516.0,6957,6957,0
NatureTrail_TON_12.03.25_LS,TON,16611,0,false,2,0.03,0.0402,0.0402,1787.5,6958,6959,0
NatureTrail_TON_12.03.25_LS,TON,16612,0,false,1,0.02,0.0316,0.0316,489.3,6977,6977,0
NatureTrail_TON_12.03.25_LS,TON,16613,0,false,8,0.63,0.0393,0.0463,922.8,7035,7072,0
NatureTrail_TON_12.03.25_LS,TON,16614,0,false,8,0.25,0.0436,0.0544,1032.8,7073,7087,0
NatureTrail_TON_12.03.25_LS,TON,16615,0,false,1,0.02,0.025,0.025,734.6,7084,7084,0
NatureTrail_TON_12.03.25_LS,TON,16616,0,false,2,0.02,0.099,0.099,1123.8,7086,7086,0
NatureTrail_TON_12.03.25_LS,TON,16617,0,false,2,0.05,0.0748,0.0748,931.6,7087,7089,0
NatureTrail_TON_12.03.25_LS,TON,16618,0,false,7,0.13,0.0752,0.0947,1530.9,7160,7167,0
NatureTrail_TON_12.03.25_LS,TON,16619,0,false,1,0.02,0.0261,0.0261,327.1,7264,7264,0
NatureTrail_TON_12.03.25_LS,TON,16620,0,false,2,0.02,0.0747,0.0747,782.9,7333,7333,0
NatureTrail_TON_12.03.25_LS,TON,16621,0,false,1,0.02,0.0383,0.0383,883.7,7336,7336,0
NatureTrail_TON_12.03.25_LS,TON,16622,0,false,2,0.03,0.1221,0.1221,542.7,7352,7353,0
NatureTrail_TON_12.03.25_LS,TON,16623,0,false,1,0.02,0.0472,0.0472,375.6,7360,7360,0
NatureTrail_TON_12.03.25_LS,TON,16624,0,false,11,0.23,0.0653,0.1105,748.2,7400,7413,0
NatureTrail_TON_12.03.25_LS,TON,16625,0,false,5,0.07,0.09,0.09,580.9,7418,7421,0
NatureTrail_TON_12.03.25_LS,TON,16626,0,false,25,0.45,0.0879,0.2457,618.0,7440,7466,0
NatureTrail_TON_12.03.25_LS,TON,16627,0,false,1,0.02,0.0326,0.0326,560.4,7440,7440,0
NatureTrail_TON_12.03.25_LS,TON,16628,0,false,21,0.2,0.1321,0.3256,563.9,7457,7468,0
NatureTrail_TON_12.03.25_LS,TON,16629,0,false,2,0.03,0.0279,0.0279,963.9,7496,7497,0
NatureTrail_TON_12.03.25_LS,TON,16630,0,false,1,0.02,0.0276,0.0276,594.4,7503,7503,0
NatureTrail_TON_12.03.25_LS,TON,16631,0,false,1,0.02,0.0214,0.0214,238.3,7507,7507,0
NatureTrail_TON_12.03.25_LS,TON,16632,0,false,1,0.02,0.0206,0.0206,886.9,7524,7524,0
NatureTrail_TON_12.03.25_LS,TON,16633,0,false,16,0.33,0.2221,0.3581,616.7,7525,7544,0
NatureTrail_TON_12.03.25_LS,TON,16634,0,false,18,0.52,0.0506,0.0943,891.0,7545,7575,0
NatureTrail_TON_12.03.25_LS,TON,16635,0,false,1,0.02,0.0261,0.0261,716.9,7589,7589,0
NatureTrail_TON_12.03.25_LS,TON,16636,0,false,1,0.02,0.021,0.021,494.0,7624,7624,0
NatureTrail_TON_12.03.25_LS,TON,16637,0,false,1,0.02,0.028,0.028,819.3,7639,7639,0
NatureTrail_TON_12.03.25_LS,TON,16638,0,false,2,0.08,0.033,0.033,1456.2,7694,7698,0
NatureTrail_TON_12.03.25_LS,TON,16639,0,false,3,0.07,0.1596,0.1596,2193.6,7784,7787,0
NatureTrail_TON_12.03.25_LS,TON,16640,0,false,2,0.03,0.0583,0.0583,499.3,7794,7795,0
